prediction,decision,ground_truth,img_name
1.0,True,1.0,0007
1.0,True,1.0,0034
1.0,True,1.0,0060
1.0,True,1.0,0064
1.0,True,1.0,0068
1.0,True,1.0,0097
0.9999998807907104,True,1.0,0102
1.0,True,1.0,0111
1.0,True,1.0,0113
1.0,True,1.0,0114
1.0,True,1.0,0115
1.0,True,1.0,0116
1.0,True,1.0,0119
1.0,True,1.0,0129
1.0,True,1.0,0134
1.0,True,1.0,0135
0.999997615814209,True,1.0,0137
1.0,True,1.0,0138
0.9999998807907104,True,1.0,0151
0.9999998807907104,True,1.0,0157
1.0,True,1.0,0160
1.0,True,1.0,0168
1.0,True,1.0,0171
1.0,True,1.0,0178
1.0,True,1.0,0182
0.9999998807907104,True,1.0,0188
1.0,True,1.0,0204
1.0,True,1.0,0227
0.999981164932251,True,1.0,0231
1.0,True,1.0,0232
0.9999998807907104,True,1.0,0240
1.0,True,1.0,0242
1.0,True,1.0,0243
1.0,True,1.0,0246
1.0,True,1.0,0248
1.0,True,1.0,0254
1.0,True,1.0,0257
1.0,True,1.0,0261
1.0,True,1.0,0267
1.0,True,1.0,0270
0.9999998807907104,True,1.0,0271
0.9999974966049194,True,1.0,0282
0.9999998807907104,True,1.0,0286
0.9999970197677612,True,1.0,0292
1.0,True,1.0,0299
1.0,True,1.0,0307
1.0,True,1.0,0308
1.0,True,1.0,0311
1.0,True,1.0,0316
1.0,True,1.0,0320
1.0,True,1.0,0323
0.9999997615814209,True,1.0,0330
1.0,True,1.0,0341
1.0,True,1.0,0342
0.9999998807907104,True,1.0,0343
1.0,True,1.0,0352
0.9999997615814209,True,1.0,0367
0.9999995231628418,True,1.0,0385
1.0,True,1.0,0393
1.0,True,1.0,0395
1.0,True,1.0,0400
1.0,True,1.0,0421
1.0,True,1.0,0423
1.0,True,1.0,0441
1.0,True,1.0,0460
1.0,True,1.0,0462
0.9999973773956299,True,1.0,0477
1.0,True,1.0,0478
0.9999997615814209,True,1.0,0480
1.0,True,1.0,0483
1.0,True,1.0,0486
1.0,True,1.0,0496
0.9999995231628418,True,1.0,0499
1.0,True,1.0,0509
1.0,True,1.0,0519
1.0,True,1.0,0521
1.0,True,1.0,0533
1.0,True,1.0,0538
1.0,True,1.0,0546
0.9999992847442627,True,1.0,0547
