prediction,decision,ground_truth,img_name
1.0,True,1.0,tensor(20056)
1.0,True,1.0,tensor(20099)
0.9999997615814209,True,1.0,tensor(20952)
0.9977760910987854,True,1.0,tensor(20486)
1.0,True,1.0,tensor(20130)
1.0,True,1.0,tensor(20190)
0.9984196424484253,True,1.0,tensor(20487)
1.0,True,1.0,tensor(20646)
0.9999998807907104,True,1.0,tensor(20600)
1.0,True,1.0,tensor(20660)
1.0,True,1.0,tensor(20857)
1.0,True,1.0,tensor(20587)
1.0,True,1.0,tensor(20042)
1.0,True,1.0,tensor(20204)
0.9911152124404907,True,1.0,tensor(20177)
1.0,True,1.0,tensor(20246)
1.0,True,1.0,tensor(20457)
1.0,True,1.0,tensor(20129)
1.0,True,1.0,tensor(20517)
1.0,True,1.0,tensor(20084)
1.0,True,1.0,tensor(20785)
1.0,True,1.0,tensor(20416)
1.0,True,1.0,tensor(20535)
0.9999991655349731,True,1.0,tensor(20209)
1.0,True,1.0,tensor(20848)
0.030595965683460236,False,1.0,tensor(20884)
0.16222193837165833,False,1.0,tensor(20625)
0.11848768591880798,False,1.0,tensor(20959)
0.8677877187728882,True,1.0,tensor(20141)
0.9865961670875549,True,1.0,tensor(20784)
0.9749912023544312,True,1.0,tensor(20095)
0.5002714991569519,True,1.0,tensor(20671)
0.9726899862289429,True,1.0,tensor(20502)
0.8916678428649902,True,1.0,tensor(20682)
0.5889286398887634,True,1.0,tensor(20891)
1.0,True,1.0,tensor(20804)
0.9999995231628418,True,1.0,tensor(20378)
1.0,True,1.0,tensor(20434)
0.9759976267814636,True,1.0,tensor(20158)
1.0,True,1.0,tensor(20834)
0.77101069688797,True,1.0,tensor(20881)
0.06796608865261078,False,1.0,tensor(20403)
0.9999808073043823,True,1.0,tensor(20870)
0.9999454021453857,True,1.0,tensor(20669)
1.0,True,1.0,tensor(20334)
1.0,True,1.0,tensor(20685)
0.24775861203670502,True,1.0,tensor(20172)
0.9999912977218628,True,1.0,tensor(20561)
0.9983439445495605,True,1.0,tensor(20121)
0.9999997615814209,True,1.0,tensor(20765)
0.9999998807907104,True,1.0,tensor(20125)
1.0,True,1.0,tensor(20543)
0.9996919631958008,True,1.0,tensor(20599)
0.999777615070343,True,1.0,tensor(20747)
1.0,True,1.0,tensor(20882)
1.0,True,1.0,tensor(20295)
0.3233232796192169,True,1.0,tensor(20142)
0.022127468138933182,False,1.0,tensor(20264)
0.9999998807907104,True,1.0,tensor(20892)
0.9999967813491821,True,1.0,tensor(20912)
1.0,True,1.0,tensor(20175)
1.0,True,1.0,tensor(20902)
1.0,True,1.0,tensor(20827)
0.2714134156703949,True,1.0,tensor(20319)
0.0028314117807894945,False,1.0,tensor(20281)
0.991359531879425,True,1.0,tensor(20465)
0.9065979719161987,True,1.0,tensor(20428)
0.4429278075695038,True,1.0,tensor(20193)
0.9995620846748352,True,1.0,tensor(20724)
0.04667689651250839,False,1.0,tensor(20624)
0.10724589228630066,False,1.0,tensor(20895)
0.997086226940155,True,1.0,tensor(20941)
0.9999204874038696,True,1.0,tensor(20452)
0.13456527888774872,False,1.0,tensor(20068)
0.05628000199794769,False,1.0,tensor(20546)
0.9960857629776001,True,1.0,tensor(20672)
0.44311124086380005,True,1.0,tensor(20392)
0.3524843454360962,True,1.0,tensor(20118)
0.9956069588661194,True,1.0,tensor(20632)
0.04300219565629959,False,1.0,tensor(20439)
0.9995625615119934,True,1.0,tensor(20217)
0.8986359238624573,True,1.0,tensor(20275)
0.01979072391986847,False,1.0,tensor(20969)
0.9811903238296509,True,1.0,tensor(20297)
0.007119739428162575,False,1.0,tensor(20744)
0.24155831336975098,True,1.0,tensor(20942)
0.1102067232131958,False,1.0,tensor(20829)
0.0053368303924798965,False,1.0,tensor(20816)
0.019962474703788757,False,1.0,tensor(20640)
0.016977932304143906,False,1.0,tensor(20544)
0.0032279447186738253,False,1.0,tensor(20228)
0.03702711686491966,False,1.0,tensor(20523)
0.02533557452261448,False,1.0,tensor(20922)
0.09923852980136871,False,1.0,tensor(20426)
0.15730653703212738,False,1.0,tensor(20772)
0.9997501969337463,True,1.0,tensor(20155)
0.038269612938165665,False,1.0,tensor(20801)
0.004904942587018013,False,1.0,tensor(20236)
0.01986744999885559,False,1.0,tensor(20159)
0.04499009996652603,False,1.0,tensor(20564)
0.3830789625644684,True,1.0,tensor(20667)
0.2712706923484802,True,1.0,tensor(20231)
0.003344882046803832,False,1.0,tensor(20754)
0.3292158246040344,True,1.0,tensor(20259)
0.0063627175986766815,False,1.0,tensor(20139)
0.9732304215431213,True,1.0,tensor(20738)
1.0,True,1.0,tensor(20117)
0.9980601668357849,True,1.0,tensor(20821)
0.9999997615814209,True,1.0,tensor(20956)
0.71871018409729,True,1.0,tensor(20665)
0.0023180267307907343,False,0.0,tensor(20637)
0.021438680589199066,False,0.0,tensor(20511)
0.1127609983086586,False,0.0,tensor(20044)
0.009815492667257786,False,0.0,tensor(20291)
0.007936353795230389,False,0.0,tensor(20862)
0.008172319270670414,False,0.0,tensor(20359)
0.011367879807949066,False,0.0,tensor(20556)
0.0029811402782797813,False,0.0,tensor(20181)
0.011293258517980576,False,0.0,tensor(20422)
0.007057369686663151,False,0.0,tensor(20308)
0.00809080246835947,False,0.0,tensor(20800)
0.007620875257998705,False,0.0,tensor(20377)
0.0016425371868535876,False,0.0,tensor(20831)
0.008584609255194664,False,0.0,tensor(20331)
0.006096891593188047,False,0.0,tensor(20463)
0.013693908229470253,False,0.0,tensor(20111)
0.006037532817572355,False,0.0,tensor(20603)
0.0031354709062725306,False,0.0,tensor(20728)
0.008356201462447643,False,0.0,tensor(20351)
0.004203411750495434,False,0.0,tensor(20988)
0.0029702347237616777,False,0.0,tensor(20478)
0.012006619945168495,False,0.0,tensor(20233)
0.019694946706295013,False,0.0,tensor(20200)
0.00799355935305357,False,0.0,tensor(20372)
0.038752779364585876,False,0.0,tensor(20879)
0.006152569316327572,False,0.0,tensor(20015)
0.01946387253701687,False,0.0,tensor(20506)
0.006111768074333668,False,0.0,tensor(20648)
0.0024694448802620173,False,0.0,tensor(20069)
0.0061368998140096664,False,0.0,tensor(20433)
0.014081754721701145,False,0.0,tensor(20313)
0.004836083389818668,False,0.0,tensor(20559)
0.008273045532405376,False,0.0,tensor(20690)
0.004278369247913361,False,0.0,tensor(20913)
0.007502762600779533,False,0.0,tensor(20531)
0.013998419046401978,False,0.0,tensor(20247)
0.028596995398402214,False,0.0,tensor(20304)
0.013950147666037083,False,0.0,tensor(20864)
0.011936620809137821,False,0.0,tensor(20025)
0.003914624452590942,False,0.0,tensor(20268)
0.0050227465108036995,False,0.0,tensor(20410)
0.0016748744528740644,False,0.0,tensor(20170)
0.009309348650276661,False,0.0,tensor(20401)
0.04942242428660393,False,0.0,tensor(20285)
0.030968446284532547,False,0.0,tensor(20163)
0.07133027911186218,False,0.0,tensor(20244)
0.016425728797912598,False,0.0,tensor(20101)
0.005452162120491266,False,0.0,tensor(20574)
0.003704159753397107,False,0.0,tensor(20810)
0.009036926552653313,False,0.0,tensor(20070)
0.015509937889873981,False,0.0,tensor(20695)
0.007286831736564636,False,0.0,tensor(20980)
0.008766673505306244,False,0.0,tensor(20745)
0.019736045971512794,False,0.0,tensor(20872)
0.00560204079374671,False,0.0,tensor(20364)
0.005923463497310877,False,0.0,tensor(20628)
0.00526837632060051,False,0.0,tensor(20205)
0.006559045985341072,False,0.0,tensor(20323)
0.011339759454131126,False,0.0,tensor(20609)
0.03454124182462692,False,0.0,tensor(20484)
0.0373837873339653,False,0.0,tensor(20448)
0.0076904636807739735,False,0.0,tensor(20703)
0.010116292163729668,False,0.0,tensor(20269)
0.004472418688237667,False,0.0,tensor(20514)
0.10918490588665009,False,0.0,tensor(20693)
